Title (if known),Season,New Commitment Status,"""Known"" vs. Additional",Status Quo,ASQ,Invest in All,Source,Exclusivity / Window,Year,Month,Month Year,Market,Region,New vs. Returning,Content type,Performance Tier,Tier Confirmed?,Budget Tier,PSI Content genre,Genre tier map,PSI Content format,Format,Genre,Co-pro flag,Anime flag,Animated flag,VFX flag,Release strategy,Simplified Categories,Volume (eps),Hours per ep,Volume (hours)
TBA,1,Unnamed,Known,Include,Include,Include,HBO MAX,Exclusive,2025,4,4/1/25,ES,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,4,0.92,4
TBA,1,Unnamed,Known,Include,Include,Include,HBO MAX,Exclusive,2025,4,4/1/25,ES,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,4,0.92,4
Fboy Island,1,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,3,3/1/23,PL,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,10,0.83,8
Queen Z,1,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,3,3/1/23,PL,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,4,0.75,3
Fboy Island,1,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,10,10/1/23,PL,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,10,0.83,8
The Famous Five,1,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,1,1/1/23,PL,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,3,0.75,2
The Bridge / The Forest,1,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,1,1/1/23,PL,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,1,8
Unscripted 2024 #1 (e.g. Aux Portes du Rêve - FC Montfermeil),1,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2024,12,12/1/24,FR,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,6,0.58,4
Unscripted 2024 #2 (e.g. Jerome Kerviel),1,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2024,12,12/1/24,FR,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,4,0.67,3
Unscripted 2024 #6 (e.g. Le Pen: A French family story),1,Named (New Series),Known,Include,Include,Include,HBO MAX,Exclusive,2024,12,12/1/24,FR,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,6,0.75,5
Unscripted 2025 #1 (e.g. Les Twins),1,Named (New Series),Known,Include,Include,Include,HBO MAX,Exclusive,2025,4,4/1/25,FR,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,5,0.83,4
"Unscripted 2025 #2 (e.g. Mona Chollet, reinventer l'amour)",1,Named (New Series),Known,Include,Include,Include,HBO MAX,Exclusive,2025,2,2/1/25,FR,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,4,0.75,3
Unscripted 2025 #3 (e.g. French Fooding: Le Grand Banquet de Joeystarr),1,Named (New Series),Known,Include,Include,Include,HBO MAX,Exclusive,2025,10,10/1/25,FR,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,6,0.5,3
My Muslim Husband (prev: Wedding Operation),N/A,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,12,12/1/23,PL,EMEA,New,Documentary,Silver,N,Silver,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
Lost and Found,N/A,Priority Uncommitted,Known,Include,Include,Include,HBO MAX,Exclusive,2023,6,6/1/23,PL,EMEA,New,Documentary,Silver,N,Silver,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
Tata / Il Bel Canto,N/A,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,8,8/1/23,PL,EMEA,New,Documentary,Silver,N,Silver,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
Forest Rider,N/A,Priority Uncommitted,Known,Include,Include,Include,HBO MAX,Exclusive,2023,3,3/1/23,PL,EMEA,New,Documentary,Silver,N,Silver,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
God Bless - to write off,1,Priority Uncommitted,Known,Include,Include,Include,HBO MAX,Exclusive,2023,10,10/1/23,PL,EMEA,New,Docuseries,Silver,N,Bronze,Unscripted,Unscripted | Silver,Limited / Doc series,Series - Documentary,Unscripted,0,0,0,0,,Doc Features + Series,4,0.83,3
TBA,N/A,Unnamed,Known,Include,Include,Include,HBO MAX,Exclusive,2024,9,9/1/24,PL,EMEA,New,Documentary,Silver,N,Silver,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
TBA,N/A,Unnamed,Known,Include,Include,Include,HBO MAX,Exclusive,2025,12,12/1/25,PL,EMEA,New,Documentary,Silver,N,Silver,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
People in my House,N/A,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,11,11/1/23,PL,EMEA,New,Documentary,Silver,N,Bronze,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
Sky Above Zenica,N/A,Committed,Known,Include,Include,Include,HBO MAX,Exclusive,2023,5,5/1/23,PL,EMEA,New,Documentary,Silver,N,Gold,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
TBA,N/A,Unnamed,Known,Include,Include,Include,HBO MAX,Exclusive,2024,1,1/1/24,PL,EMEA,New,Documentary,Silver,N,Silver,Unscripted,Unscripted | Silver,Feature,Documentary,Unscripted,0,0,0,0,,Doc Features + Series,1,1.17,1
Refined,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2023,3,3/1/23,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,30,1,30
The Bachelor,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2023,2,2/1/23,Rest of APAC,APAC,New,Unscripted Series - Format / Competition,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,10,1,10
BKK 24/7,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2023,6,6/1/23,Rest of APAC,APAC,New,Unscripted Series - Format / Competition,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.5,4
Markkim + Chef,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2023,8,8/1/23,Rest of APAC,APAC,New,Unscripted Series - Format / Competition,Bronze,N,Gold,Unscripted,Unscripted | Bronze,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,10,0.5,5
Go Away Mr Tumor,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,2,2/1/24,Rest of APAC,APAC,New,Scripted - Movie - Comedy / Rom Com / Holiday,Silver,N,Silver,Comedy,Comedy | Silver,Feature,Feature,Comedy,0,0,0,0,,Scripted Features,1,1.5,1.5
Forbidden,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,7,7/1/24,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,8,1,8
Khun Pan 3,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,4,4/1/24,Rest of APAC,APAC,New,Scripted - Movie - Drama / Romance,Gold,N,Gold,Drama,Drama | Gold,Feature,Feature,Drama,0,0,0,0,,Scripted Features,1,2,2
Call my Manager,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,6,6/1/24,Rest of APAC,APAC,New,Scripted Series - Live Action Comedy,Bronze,N,Bronze,Comedy,Comedy | Bronze,Series - Comedy,Series - Scripted,Comedy,0,0,0,0,,Scripted Series,8,1,8
The Accidental Influencer,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,6,6/1/24,Rest of APAC,APAC,New,Scripted Series - Live Action Comedy,Bronze,N,Bronze,Comedy,Comedy | Bronze,Series - Comedy,Series - Scripted,Comedy,0,0,0,0,,Scripted Series,13,0.5,6.5
The Producer,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,2,2/1/24,Rest of APAC,APAC,New,Scripted Series - Live Action Comedy,Bronze,N,Bronze,Comedy,Comedy | Bronze,Series - Comedy,Series - Scripted,Comedy,0,0,0,0,,Scripted Series,12,1,12
The Invisible Guest  ,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,4,4/1/24,Rest of APAC,APAC,New,Scripted - Movie - Drama / Romance,Silver,N,Silver,Drama,Drama | Silver,Feature,Feature,Drama,0,0,0,0,,Scripted Features,1,1.75,1.8
Lockdown ,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,8,8/1/24,Rest of APAC,APAC,New,Scripted - Movie - Drama / Romance,Silver,N,Silver,Drama,Drama | Silver,Feature,Feature,Drama,0,0,0,0,,Scripted Features,1,1.75,1.8
Keluarga Slamet ,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,4,4/1/24,Rest of APAC,APAC,New,Scripted - Movie - Drama / Romance,Silver,N,Silver,Drama,Drama | Silver,Feature,Feature,Drama,0,0,0,0,,Scripted Features,1,1.75,1.8
Kata,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,4,4/1/24,Rest of APAC,APAC,New,Scripted - Movie - Drama / Romance,Silver,N,Silver,Drama,Drama | Silver,Feature,Feature,Drama,0,0,0,0,,Scripted Features,1,1.75,1.8
Instructions not included ,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,8,8/1/24,Rest of APAC,APAC,New,Scripted - Movie - Comedy / Rom Com / Holiday,Silver,N,Silver,Comedy,Comedy | Silver,Feature,Feature,Comedy,0,0,0,0,,Scripted Features,1,1.75,1.8
Gerimis ,N/A,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,8,8/1/24,Rest of APAC,APAC,New,Scripted - Movie - Drama / Romance,Silver,N,Silver,Drama,Drama | Silver,Feature,Feature,Drama,0,0,0,0,,Scripted Features,1,1.75,1.8
Rahasia Meede ,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,9,9/1/24,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,6,1,6
Anak Rantau ,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,10,10/1/24,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,6,1,6
Celebrity Come Dine with me,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,3,3/1/24,Rest of APAC,APAC,New,Unscripted Series - Format / Competition,Bronze,N,Gold,Unscripted,Unscripted | Bronze,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,20,0.75,15
Full Bloom,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2024,4,4/1/24,Rest of APAC,APAC,New,Unscripted Series - Format / Competition,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.75,6
On the Job S2,2,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,1,1/1/25,Rest of APAC,APAC,Returning,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,6,0.75,4.5
Welcome to Jinlai,1,Committed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,2,2/1/25,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,12,1,12
TBC,1,Unnamed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,4,4/1/25,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,8,1,8
TBC,1,Unnamed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,5,5/1/25,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,8,1,8
TBC,1,Unnamed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,7,7/1/25,Rest of APAC,APAC,New,Scripted Series - Live Action Drama,Bronze,N,Bronze,Drama,Drama | Bronze,Series - Drama,Series - Scripted,Drama,0,0,0,0,,Scripted Series,8,1,8
TBC,1,Unnamed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,8,8/1/25,Rest of APAC,APAC,New,Scripted Series - Live Action Comedy,Bronze,N,Bronze,Comedy,Comedy | Bronze,Series - Comedy,Series - Scripted,Comedy,0,0,0,0,,Scripted Series,8,1,8
TBC,1,Unnamed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,10,10/1/25,Rest of APAC,APAC,New,Scripted Series - Live Action Comedy,Bronze,N,Bronze,Comedy,Comedy | Bronze,Series - Comedy,Series - Scripted,Comedy,0,0,0,0,,Scripted Series,8,1,8
TBC,1,Unnamed,Known,Include,Include,Include,TBD,HBO Concurrent,2025,11,11/1/25,Rest of APAC,APAC,New,Scripted Series - Live Action Comedy,Bronze,N,Bronze,Comedy,Comedy | Bronze,Series - Comedy,Series - Scripted,Comedy,0,0,0,0,,Scripted Series,8,1,8
Aussie Gold Hunters (Season 8),8,Committed,Known,Include,Include,Include,D+,Exclusive,2023,1,1/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,1,0,0,0,,Unscripted,8,0.7,5.6
Matrimonio a Prima Vista (Season 7),7,Committed,Known,Include,Include,Include,D+,Exclusive,2023,2,2/1/23,IT,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Bake Off Italia 2022-2023-2024 (Seasons 10 - 11 -  12),11,Committed,Known,Include,Include,Include,D+,Exclusive,2023,9,9/1/23,IT,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Bronze,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
The Big Body Clinic s2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,10,10/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Bronze,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
90 Day Fiance UK s2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,7,7/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Beauty and the Geek Uk s2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,9,9/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Written in the Stars s2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,12,12/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
X vs Y Place Holder,N/A,Committed,Known,Include,Include,Include,D+,Exclusive,2023,6,6/1/23,UK,EMEA,New,Special / Stand-Up,Silver,N,Platinum,Unscripted,Unscripted | Silver,Feature,Special,Unscripted,0,0,0,0,,Unscripted,1,1.1,1.1
Faking It Specials,N/A,Committed,Known,Include,Include,Include,D+,Exclusive,2023,10,10/1/23,UK,EMEA,New,Special / Stand-Up,Silver,N,Platinum,Unscripted,Unscripted | Silver,Feature,Special,Unscripted,0,0,0,0,,Unscripted,1,1.1,1.1
Celebrity Help! My House is Haunted s3,3,Committed,Known,Include,Include,Include,D+,Exclusive,2023,10,10/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Bronze,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Aussie Gold Hunters: Mine SOS s2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,7,7/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Richard Hammond Workshop s3 ( 10x60),3,Committed,Known,Include,Include,Include,D+,Exclusive,2023,10,10/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Gold,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Opal Hunters: Red Dirt Road Trip,N/A,Committed,Known,Include,Include,Include,D+,Exclusive,2023,10,10/1/23,UK,EMEA,New,Special / Stand-Up,Silver,N,Platinum,Unscripted,Unscripted | Silver,Feature,Special,Unscripted,0,0,0,0,,Unscripted,1,1.1,1.1
Inside the Heist s2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,11,11/1/23,UK,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Gold,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Crime Features placeholders,N/A,Committed,Known,Include,Include,Include,D+,Exclusive,2023,9,9/1/23,UK,EMEA,New,Special / Stand-Up,Silver,N,Platinum,Unscripted,Unscripted | Silver,Feature,Special,Unscripted,0,0,0,0,,Unscripted,1,1.1,1.1
Ti spedisco in convento S3,3,Committed,Known,Include,Include,Include,D+,Exclusive,2023,4,4/1/23,IT,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Dating con Belen,1,Committed,Known,Include,Include,Include,D+,Exclusive,2023,5,5/1/23,IT,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Il contadino cerca moglie S2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,9,9/1/23,IT,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Drag Race S2,2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,11,11/1/23,IT,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Matrimonio a Prima Vista (Season 8),8,Committed,Known,Include,Include,Include,D+,Exclusive,2023,7,7/1/23,IT,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Platinum,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
PH commission Q4 (Jasmine),1,Committed,Known,Include,Include,Include,D+,Exclusive,2023,9,9/1/23,IT,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Eating with My Ex (S2),2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,2,2/1/23,DE,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Sex Tape V.I.P. (S2),2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,1,1/1/23,DE,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Bronze,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Date My Mum (S2),2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,8,8/1/23,DE,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
N.N.@Work (S3),3,Committed,Known,Include,Include,Include,D+,Exclusive,2023,3,3/1/23,DE,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Promi Reality Show,1,Committed,Known,Include,Include,Include,D+,Exclusive,2023,5,5/1/23,DE,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Gold,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
Ready Steady Love (S2),2,Committed,Known,Include,Include,Include,D+,Exclusive,2023,8,8/1/23,DE,EMEA,Returning,Unscripted Series - Docufollow / Reality,Silver,N,Gold,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
90 Days Germany,1,Committed,Known,Include,Include,Include,D+,Exclusive,2023,12,12/1/23,DE,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Gold,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
ADAM SZUKA EWY,1,Committed,Known,Include,Include,Include,D+,Exclusive,2023,4,4/1/23,PL,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
APOKAVIXA,1,Committed,Known,Include,Include,Include,D+,Exclusive,2023,1,1/1/23,PL,EMEA,New,Unscripted Series - Docufollow / Reality,Silver,N,Silver,Unscripted,Unscripted | Silver,Series - Unscripted,Series - Unscripted,Unscripted,0,0,0,0,,Unscripted,8,0.7,5.6
